Exact_Date,HomeTeam,AwayTeam,Score,Home odds,Draw odds,Away odds
17.03.2019,Fulham , Liverpool,1:02,12.83,7.35,1.21
16.03.2019,Bournemouth , Newcastle,2:02,2.12,3.47,3.54
16.03.2019,Burnley , Leicester,1:02,3.16,3.31,2.36
16.03.2019,West Ham , Huddersfield,4:03,1.53,4.22,6.64
10.03.2019,Arsenal , Manchester Utd,2:00,2.37,3.52,3
10.03.2019,Chelsea , Wolves,1:01,1.57,3.88,6.85
10.03.2019,Liverpool , Burnley,4:02,1.17,7.7,17.58
09.03.2019,Cardiff , West Ham,2:00,2.99,3.41,2.42
09.03.2019,Crystal Palace , Brighton,1:02,1.88,3.27,4.89
09.03.2019,Huddersfield , Bournemouth,0:02,3.08,3.25,2.44
09.03.2019,Leicester , Fulham,3:01,1.58,4.28,5.72
09.03.2019,Manchester City , Watford,3:01,1.11,10.35,22.9
09.03.2019,Newcastle , Everton,3:02,2.7,3.08,2.89
09.03.2019,Southampton , Tottenham,2:01,4.48,3.77,1.81
03.03.2019,Everton , Liverpool,0:00,6.23,3.97,1.59
03.03.2019,Fulham , Chelsea,1:02,8.11,4.75,1.41
03.03.2019,Watford , Leicester,2:01,2.72,3.27,2.72
02.03.2019,Bournemouth , Manchester City,0:01,14.07,8.14,1.18
02.03.2019,Brighton , Huddersfield,1:00,1.78,3.36,5.55
02.03.2019,Burnley , Crystal Palace,1:03,2.87,3.2,2.61
02.03.2019,Manchester Utd , Southampton,3:02,1.44,4.48,7.91
02.03.2019,Tottenham , Arsenal,1:01,1.99,3.53,3.91
02.03.2019,West Ham , Newcastle,2:00,2.17,3.32,3.59
02.03.2019,Wolves , Cardiff,2:00,1.74,3.49,5.55
27.02.2019,Arsenal , Bournemouth,5:01,1.39,5.14,7.92
27.02.2019,Chelsea , Tottenham,2:00,2.36,3.26,3.23
27.02.2019,Crystal Palace , Manchester Utd,1:03,3.32,3.25,2.31
27.02.2019,Liverpool , Watford,5:00,1.26,5.91,12.11
27.02.2019,Manchester City , West Ham,1:00,1.1,10.98,23.63
27.02.2019,Southampton , Fulham,2:00,1.99,3.41,4.06
26.02.2019,Cardiff , Everton,0:03,3.85,3.33,2.07
26.02.2019,Huddersfield , Wolves,1:00,5.48,3.53,1.74
26.02.2019,Leicester , Brighton,2:01,1.82,3.45,4.93
26.02.2019,Newcastle , Burnley,2:00,2.15,3.21,3.76
24.02.2019,Arsenal , Southampton,2:00,1.54,4.24,6.36
24.02.2019,Manchester Utd , Liverpool,0:00,3.42,3.44,2.2
23.02.2019,Bournemouth , Wolves,1:01,3.09,3.25,2.44
23.02.2019,Burnley , Tottenham,2:01,5.95,4.03,1.6
23.02.2019,Leicester , Crystal Palace,1:04,2.26,3.29,3.4
23.02.2019,Newcastle , Huddersfield,2:00,1.88,3.29,4.82
22.02.2019,Cardiff , Watford,1:05,3.1,3.27,2.41
22.02.2019,West Ham , Fulham,3:01,1.99,3.49,3.95
11.02.2019,Wolves , Newcastle,1:01,1.76,3.5,5.36
10.02.2019,Manchester City , Chelsea,6:00,1.55,4.27,6.23
10.02.2019,Tottenham , Leicester,3:01,1.69,3.73,5.53
09.02.2019,Brighton , Burnley,1:03,2.02,3.25,4.17
09.02.2019,Crystal Palace , West Ham,1:01,1.98,3.52,3.96
09.02.2019,Fulham , Manchester Utd,0:03,5.01,4.03,1.69
09.02.2019,Huddersfield , Arsenal,1:02,5.39,3.91,1.67
09.02.2019,Liverpool , Bournemouth,3:00,1.17,8.11,16.44
09.02.2019,Southampton , Cardiff,1:02,1.82,3.52,4.85
09.02.2019,Watford , Everton,1:00,2.5,3.3,2.96
06.02.2019,Everton , Manchester City,0:02,9.68,5.98,1.3
04.02.2019,West Ham , Liverpool,1:01,9.04,5.72,1.33
03.02.2019,Leicester , Manchester Utd,0:01,3.73,3.57,2.02
03.02.2019,Manchester City , Arsenal,3:01,1.25,6.9,10.13
02.02.2019,Brighton , Watford,0:00,2.45,3.22,3.1
02.02.2019,Burnley , Southampton,1:01,2.55,3.29,2.88
02.02.2019,Cardiff , Bournemouth,2:00,3.27,3.42,2.26
02.02.2019,Chelsea , Huddersfield,5:00,1.22,6.46,14.27
02.02.2019,Crystal Palace , Fulham,2:00,1.98,3.5,4
02.02.2019,Everton , Wolves,1:03,2.63,3.23,2.84
02.02.2019,Tottenham , Newcastle,1:00,1.42,4.45,8.81
30.01.2019,Bournemouth , Chelsea,4:00,5.49,4.19,1.62
30.01.2019,Liverpool , Leicester,1:01,1.24,6.62,12.16
30.01.2019,Southampton , Crystal Palace,1:01,2.47,3.25,3.02
30.01.2019,Tottenham , Watford,2:01,1.58,4.06,6.13
29.01.2019,Arsenal , Cardiff,2:01,1.22,6.83,13.44
29.01.2019,Fulham , Brighton,4:02,2.44,3.19,3.13
29.01.2019,Huddersfield , Everton,0:01,3.61,3.17,2.22
29.01.2019,Manchester Utd , Burnley,2:02,1.33,5.32,10.12
29.01.2019,Newcastle , Manchester City,2:01,16.29,7.81,1.17
29.01.2019,Wolves , West Ham,3:00,1.98,3.51,3.96
20.01.2019,Fulham , Tottenham,1:02,5.44,3.71,1.7
20.01.2019,Huddersfield , Manchester City,0:03,24.07,9.63,1.12
19.01.2019,Arsenal , Chelsea,2:00,3.18,3.47,2.3
19.01.2019,Bournemouth , West Ham,2:00,2.13,3.62,3.41
19.01.2019,Liverpool , Crystal Palace,4:03,1.21,6.87,14.06
19.01.2019,Manchester Utd , Brighton,2:01,1.36,5.1,9.4
19.01.2019,Newcastle , Cardiff,3:00,2.06,3.17,4.16
19.01.2019,Southampton , Everton,2:01,2.87,3.34,2.55
19.01.2019,Watford , Burnley,0:00,1.7,3.82,5.26
19.01.2019,Wolves , Leicester,4:03,2.32,3.14,3.45
14.01.2019,Manchester City , Wolves,3:00,1.19,7.19,16.28
13.01.2019,Everton , Bournemouth,2:00,1.71,3.94,4.94
13.01.2019,Tottenham , Manchester Utd,0:01,2.09,3.53,3.6
12.01.2019,Brighton , Liverpool,0:01,10.06,5.16,1.34
12.01.2019,Burnley , Fulham,2:01,2.41,3.23,3.16
12.01.2019,Cardiff , Huddersfield,0:00,2.14,3.2,3.83
12.01.2019,Chelsea , Newcastle,2:01,1.2,6.68,16.75
12.01.2019,Crystal Palace , Watford,1:02,2.34,3.32,3.21
12.01.2019,Leicester , Southampton,1:02,1.94,3.33,4.47
12.01.2019,West Ham , Arsenal,1:00,3.51,3.82,2.03
03.01.2019,Manchester City , Liverpool,2:01,1.97,3.81,3.77
02.01.2019,Bournemouth , Watford,3:03,2.56,3.48,2.79
02.01.2019,Chelsea , Southampton,0:00,1.27,5.94,11.92
02.01.2019,Huddersfield , Burnley,1:02,2.39,3.05,3.4
02.01.2019,Newcastle , Manchester Utd,0:02,5.83,4.11,1.6
02.01.2019,West Ham , Brighton,2:02,1.99,3.53,3.94
02.01.2019,Wolves , Crystal Palace,0:02,2.27,3.13,3.56
01.01.2019,Arsenal , Fulham,4:01,1.37,5.37,8.14
01.01.2019,Cardiff , Tottenham,0:03,8.44,4.86,1.4
01.01.2019,Everton , Leicester,0:01,2.01,3.47,3.99
30.12.2018,Burnley , West Ham,2:00,3.79,3.49,2.05
30.12.2018,Crystal Palace , Chelsea,0:01,4.92,3.77,1.75
30.12.2018,Manchester Utd , Bournemouth,4:01,1.37,5.27,8.43
30.12.2018,Southampton , Manchester City,1:03,12,6.78,1.23
29.12.2018,Brighton , Everton,1:00,3.31,3.25,2.33
29.12.2018,Fulham , Huddersfield,1:00,2.03,3.26,4.18
29.12.2018,Leicester , Cardiff,0:01,1.56,3.87,7.13
29.12.2018,Liverpool , Arsenal,5:01,1.4,5.23,7.57
29.12.2018,Tottenham , Wolves,1:03,1.46,4.4,7.88
29.12.2018,Watford , Newcastle,1:01,1.74,3.72,5.14
27.12.2018,Southampton , West Ham,1:02,2.27,3.36,3.32
26.12.2018,Brighton , Arsenal,1:01,5.32,3.85,1.69
26.12.2018,Burnley , Everton,1:05,4.31,3.56,1.9
26.12.2018,Crystal Palace , Cardiff,0:00,1.64,3.74,6.17
26.12.2018,Fulham , Wolves,1:01,2.96,3.1,2.64
26.12.2018,Leicester , Manchester City,2:01,9.43,5.51,1.33
26.12.2018,Liverpool , Newcastle,4:00,1.16,8.08,18.95
26.12.2018,Manchester Utd , Huddersfield,3:01,1.27,5.84,12.03
26.12.2018,Tottenham , Bournemouth,5:00,1.35,5.38,8.83
26.12.2018,Watford , Chelsea,1:02,5.43,3.93,1.67
23.12.2018,Everton , Tottenham,2:06,3.42,3.62,2.13
22.12.2018,Arsenal , Burnley,3:01,1.21,6.81,15
22.12.2018,Bournemouth , Brighton,2:00,1.98,3.47,4.1
22.12.2018,Cardiff , Manchester Utd,1:05,6.49,4.19,1.54
22.12.2018,Chelsea , Leicester,0:01,1.33,5.26,10.21
22.12.2018,Huddersfield , Southampton,1:03,2.86,3.03,2.77
22.12.2018,Manchester City , Crystal Palace,2:03,1.16,8.04,19.03
22.12.2018,Newcastle , Fulham,0:00,2.21,3.35,3.5
22.12.2018,West Ham , Watford,0:02,2.43,3.47,2.94
21.12.2018,Wolves , Liverpool,0:02,7.01,4.08,1.53
16.12.2018,Brighton , Chelsea,1:02,8.33,4.42,1.44
16.12.2018,Liverpool , Manchester Utd,3:01,1.54,4.21,6.63
16.12.2018,Southampton , Arsenal,3:02,4.32,3.9,1.81
15.12.2018,Crystal Palace , Leicester,1:00,2.69,3.14,2.85
15.12.2018,Fulham , West Ham,0:02,2.99,3.53,2.36
15.12.2018,Huddersfield , Newcastle,0:01,2.6,3.01,3.09
15.12.2018,Manchester City , Everton,3:01,1.22,6.79,12.86
15.12.2018,Tottenham , Burnley,1:00,1.2,7.03,16.39
15.12.2018,Watford , Cardiff,3:02,1.68,3.79,5.48
15.12.2018,Wolves , Bournemouth,2:00,1.98,3.41,4.11
10.12.2018,Everton , Watford,2:02,1.67,3.84,5.47
09.12.2018,Newcastle , Wolves,1:02,2.87,3.06,2.75
08.12.2018,Arsenal , Huddersfield,1:00,1.29,5.71,11.44
08.12.2018,Bournemouth , Liverpool,0:04,6.87,4.59,1.48
08.12.2018,Burnley , Brighton,1:00,2.89,3.04,2.75
08.12.2018,Cardiff , Southampton,1:00,3.19,3.25,2.4
08.12.2018,Chelsea , Manchester City,2:00,3.53,3.52,2.14
08.12.2018,Leicester , Tottenham,0:02,4.18,3.46,1.96
08.12.2018,Manchester Utd , Fulham,4:01,1.38,5.01,8.89
08.12.2018,West Ham , Crystal Palace,3:02,2.27,3.37,3.31
05.12.2018,Burnley , Liverpool,1:03,10.68,5.41,1.32
05.12.2018,Everton , Newcastle,1:01,1.47,4.31,7.85
05.12.2018,Fulham , Leicester,1:01,2.77,3.32,2.66
05.12.2018,Manchester Utd , Arsenal,2:02,2.41,3.45,2.99
05.12.2018,Tottenham , Southampton,3:01,1.33,5.33,9.94
05.12.2018,Wolves , Chelsea,2:01,5.78,3.85,1.66
04.12.2018,Bournemouth , Huddersfield,2:01,1.71,3.7,5.47
04.12.2018,Brighton , Crystal Palace,3:01,3,2.96,2.71
04.12.2018,Watford , Manchester City,1:02,8.99,5.32,1.35
04.12.2018,West Ham , Cardiff,3:01,1.66,3.95,5.5
02.12.2018,Arsenal , Tottenham,4:02,2.83,3.48,2.52
02.12.2018,Chelsea , Fulham,2:00,1.2,7.22,14.96
02.12.2018,Liverpool , Everton,1:00,1.45,4.44,7.87
01.12.2018,Crystal Palace , Burnley,2:00,1.56,3.94,6.94
01.12.2018,Huddersfield , Brighton,1:02,2.39,2.9,3.65
01.12.2018,Leicester , Watford,2:00,2.33,3.25,3.3
01.12.2018,Manchester City , Bournemouth,3:01,1.13,9.24,21.26
01.12.2018,Newcastle , West Ham,0:03,2.54,3.3,2.92
01.12.2018,Southampton , Manchester Utd,2:02,4.27,3.43,1.95
30.11.2018,Cardiff , Wolves,2:01,3.56,3.21,2.24
26.11.2018,Burnley , Newcastle,1:02,2.97,3.13,2.61
25.11.2018,Bournemouth , Arsenal,1:02,3.37,3.6,2.15
25.11.2018,Wolves , Huddersfield,0:02,1.59,3.69,7.17
24.11.2018,Brighton , Leicester,1:01,2.82,3.13,2.73
24.11.2018,Everton , Cardiff,1:00,1.45,4.38,8.14
24.11.2018,Fulham , Southampton,3:02,2.72,3.29,2.73
24.11.2018,Manchester Utd , Crystal Palace,0:00,1.44,4.51,7.93
24.11.2018,Tottenham , Chelsea,3:01,3.03,3.38,2.43
24.11.2018,Watford , Liverpool,0:03,6.01,4.34,1.56
24.11.2018,West Ham , Manchester City,0:04,11.9,6.64,1.24
11.11.2018,Arsenal , Wolves,1:01,1.62,4.15,5.55
11.11.2018,Chelsea , Everton,0:00,1.39,4.96,8.29
11.11.2018,Liverpool , Fulham,2:00,1.1,10.77,25.44
11.11.2018,Manchester City , Manchester Utd,3:01,1.36,5.26,8.64
10.11.2018,Cardiff , Brighton,2:01,2.57,3.06,3.1
10.11.2018,Crystal Palace , Tottenham,0:01,5.13,3.89,1.7
10.11.2018,Huddersfield , West Ham,1:01,3.26,3.24,2.36
10.11.2018,Leicester , Burnley,0:00,1.49,4.34,7.33
10.11.2018,Newcastle , Bournemouth,2:01,2.89,3.39,2.52
10.11.2018,Southampton , Watford,1:01,2.32,3.34,3.25
05.11.2018,Huddersfield , Fulham,1:00,2.33,3.35,3.22
04.11.2018,Chelsea , Crystal Palace,3:01,1.32,5.49,10.05
04.11.2018,Manchester City , Southampton,6:01,1.11,10.09,25.33
03.11.2018,Arsenal , Liverpool,1:01,3.88,3.88,1.92
03.11.2018,Bournemouth , Manchester Utd,1:02,3.92,3.69,1.95
03.11.2018,Cardiff , Leicester,0:01,3.39,3.32,2.25
03.11.2018,Everton , Brighton,3:01,1.57,3.92,6.67
03.11.2018,Newcastle , Watford,1:00,2.77,3.22,2.71
03.11.2018,West Ham , Burnley,4:02,1.59,3.99,6.17
03.11.2018,Wolves , Tottenham,2:03,3.36,3.34,2.26
29.10.2018,Tottenham , Manchester City,0:01,5.25,4.18,1.64
28.10.2018,Burnley , Chelsea,0:04,9.33,4.62,1.39
28.10.2018,Crystal Palace , Arsenal,2:02,4.46,3.9,1.79
28.10.2018,Manchester Utd , Everton,2:01,1.78,3.68,4.79
27.10.2018,Brighton , Wolves,1:00,3.47,3.09,2.33
27.10.2018,Fulham , Bournemouth,0:03,2.8,3.64,2.44
27.10.2018,Leicester , West Ham,1:01,1.96,3.52,4.06
27.10.2018,Liverpool , Cardiff,4:01,1.11,10.17,27.33
27.10.2018,Southampton , Newcastle,0:00,2.01,3.36,4.11
27.10.2018,Watford , Huddersfield,3:00,1.76,3.46,5.45
22.10.2018,Arsenal , Leicester,3:01,1.6,4.18,5.74
21.10.2018,Everton , Crystal Palace,2:00,1.79,3.58,4.92
20.10.2018,Bournemouth , Southampton,0:00,2.21,3.42,3.38
20.10.2018,Cardiff , Fulham,4:02,2.52,3.42,2.85
20.10.2018,Chelsea , Manchester Utd,2:02,1.75,3.85,4.84
20.10.2018,Huddersfield , Liverpool,0:01,11.41,5.22,1.31
20.10.2018,Manchester City , Burnley,5:00,1.07,13.68,30.27
20.10.2018,Newcastle , Brighton,0:01,2.18,3.16,3.8
20.10.2018,West Ham , Tottenham,0:01,3.84,3.7,1.97
20.10.2018,Wolves , Watford,0:02,1.79,3.48,5.2
07.10.2018,Fulham , Arsenal,1:05,4.97,4.34,1.65
07.10.2018,Liverpool , Manchester City,0:00,2.76,3.51,2.56
07.10.2018,Southampton , Chelsea,0:03,6.26,4.12,1.57
06.10.2018,Burnley , Huddersfield,1:01,2.31,2.98,3.69
06.10.2018,Crystal Palace , Wolves,0:01,2.8,3.21,2.68
06.10.2018,Leicester , Everton,1:02,2.24,3.28,3.48
06.10.2018,Manchester Utd , Newcastle,3:02,1.39,4.64,9.38
06.10.2018,Tottenham , Cardiff,1:00,1.24,6.54,12.8
06.10.2018,Watford , Bournemouth,0:04,2.11,3.46,3.62
05.10.2018,Brighton , West Ham,1:00,2.73,3.22,2.76
01.10.2018,Bournemouth , Crystal Palace,2:01,2.3,3.47,3.16
30.09.2018,Cardiff , Burnley,1:02,2.46,3.07,3.25
29.09.2018,Arsenal , Watford,2:00,1.47,4.74,6.59
29.09.2018,Chelsea , Liverpool,1:01,2.78,3.49,2.56
29.09.2018,Everton , Fulham,3:00,1.66,4.16,5.1
29.09.2018,Huddersfield , Tottenham,0:02,6.16,3.95,1.6
29.09.2018,Manchester City , Brighton,2:00,1.09,11.5,28.65
29.09.2018,Newcastle , Leicester,0:02,2.76,3.16,2.76
29.09.2018,West Ham , Manchester Utd,3:01,3.96,3.52,1.99
29.09.2018,Wolves , Southampton,2:00,1.93,3.42,4.34
23.09.2018,Arsenal , Everton,2:00,1.4,5.11,7.62
23.09.2018,West Ham , Chelsea,0:00,6.45,4.45,1.51
22.09.2018,Brighton , Tottenham,1:02,5.21,3.91,1.69
22.09.2018,Burnley , Bournemouth,4:00,3.2,3.38,2.33
22.09.2018,Cardiff , Manchester City,0:05,19.65,8.34,1.15
22.09.2018,Crystal Palace , Newcastle,0:00,2.09,3.3,3.85
22.09.2018,Fulham , Watford,1:01,2.78,3.41,2.58
22.09.2018,Leicester , Huddersfield,3:01,1.7,3.61,5.81
22.09.2018,Liverpool , Southampton,3:00,1.18,7.49,17.03
22.09.2018,Manchester Utd , Wolves,1:01,1.59,3.93,6.36
17.09.2018,Southampton , Brighton,2:02,2,3.27,4.24
16.09.2018,Everton , West Ham,1:03,2.09,3.45,3.68
16.09.2018,Wolves , Burnley,1:00,1.73,3.53,5.51
15.09.2018,Bournemouth , Leicester,4:02,2.38,3.36,3.12
15.09.2018,Chelsea , Cardiff,4:01,1.14,8.37,20.98
15.09.2018,Huddersfield , Crystal Palace,0:01,3.4,3.11,2.36
15.09.2018,Manchester City , Fulham,3:00,1.08,12.15,28.12
15.09.2018,Newcastle , Arsenal,1:02,4.26,3.79,1.85
15.09.2018,Tottenham , Liverpool,1:02,3.02,3.56,2.35
15.09.2018,Watford , Manchester Utd,1:02,4.61,3.58,1.84
02.09.2018,Burnley , Manchester Utd,0:02,6.29,3.95,1.59
02.09.2018,Cardiff , Arsenal,2:03,6.01,4.36,1.55
02.09.2018,Watford , Tottenham,2:01,5.27,3.94,1.68
01.09.2018,Brighton , Fulham,2:02,2.15,3.42,3.54
01.09.2018,Chelsea , Bournemouth,2:00,1.3,5.82,9.86
01.09.2018,Crystal Palace , Southampton,0:02,2.52,3.21,3.03
01.09.2018,Everton , Huddersfield,1:01,1.58,3.83,7.01
01.09.2018,Leicester , Liverpool,1:02,7.58,4.78,1.43
01.09.2018,Manchester City , Newcastle,2:01,1.11,10.02,24.12
01.09.2018,West Ham , Wolves,0:01,2.57,3.27,2.89
27.08.2018,Manchester Utd , Tottenham,0:03,2.57,3.28,2.88
26.08.2018,Fulham , Burnley,4:02,2.18,3.24,3.66
26.08.2018,Newcastle , Chelsea,1:02,6.2,4.09,1.58
26.08.2018,Watford , Crystal Palace,2:01,2.35,3.3,3.22
25.08.2018,Arsenal , West Ham,3:01,1.37,5.33,8.2
25.08.2018,Bournemouth , Everton,2:02,2.63,3.44,2.7
25.08.2018,Huddersfield , Cardiff,0:00,2.4,2.98,3.49
25.08.2018,Liverpool , Brighton,1:00,1.14,8.71,20.45
25.08.2018,Southampton , Leicester,1:02,2.33,3.23,3.32
25.08.2018,Wolves , Manchester City,1:01,11.06,5.69,1.29
20.08.2018,Crystal Palace , Liverpool,0:02,7.76,5.11,1.39
19.08.2018,Brighton , Manchester Utd,3:02,5.73,3.57,1.71
19.08.2018,Burnley , Watford,1:03,2.42,3.05,3.33
19.08.2018,Manchester City , Huddersfield,6:01,1.08,12.17,33.69
18.08.2018,Cardiff , Newcastle,0:00,3.24,3.09,2.44
18.08.2018,Chelsea , Arsenal,3:02,1.83,3.77,4.38
18.08.2018,Everton , Southampton,2:01,1.83,3.53,4.75
18.08.2018,Leicester , Wolves,2:00,2.14,3.35,3.66
18.08.2018,Tottenham , Fulham,3:01,1.26,6.19,11.65
18.08.2018,West Ham , Bournemouth,1:02,2.08,3.53,3.59
12.08.2018,Arsenal , Manchester City,0:02,4.28,3.96,1.81
12.08.2018,Liverpool , West Ham,4:00,1.23,6.77,12.39
12.08.2018,Southampton , Burnley,0:00,2.02,3.19,4.37
11.08.2018,Bournemouth , Cardiff,2:00,1.86,3.59,4.5
11.08.2018,Fulham , Crystal Palace,0:02,2.55,3.38,2.84
11.08.2018,Huddersfield , Chelsea,0:03,6.7,3.91,1.58
11.08.2018,Newcastle , Tottenham,1:02,4.47,3.49,1.89
11.08.2018,Watford , Brighton,2:00,2.48,3.09,3.2
11.08.2018,Wolves , Everton,2:02,2.38,3.21,3.26
10.08.2018,Manchester Utd , Leicester,2:01,1.55,3.95,7.15
