Exact_Date,HomeTeam,AwayTeam,Score,Home odds,Draw odds,Away odds
22.04.2000,West Ham,Coventry,5:00,1.8,3.1,5
21.04.2000,Bradford,Derby,4:04,2.5,3,2.6
21.04.2000,Everton,Liverpool,0:00,3.7,3.2,2.1
19.04.2000,Leicester,Tottenham,0:01,2.04,3,3.75
16.04.2000,Leeds,Arsenal,0:04,2.35,2.9,3.15
16.04.2000,Wimbledon FC,Liverpool,1:02,5.2,3.6,1.7
15.04.2000,Coventry,Middlesbrough,2:01,2.25,3,3.2
15.04.2000,Derby,West Ham,1:02,2.45,2.9,3
15.04.2000,Everton,Bradford,4:00,1.48,4,7
15.04.2000,Manchester United,Sunderland,4:00,1.34,4.5,8.4
15.04.2000,Newcastle,Leicester,0:02,1.86,3.2,4.5
15.04.2000,Sheffield Wed,Chelsea,1:00,4.5,3.2,1.86
15.04.2000,Southampton,Watford,2:00,1.54,3.6,6
15.04.2000,Tottenham,Aston Villa,2:04,2.25,3,3.2
12.04.2000,Wimbledon FC,Sheffield Wed,0:02,1.86,3.3,4.4
12.04.2000,Chelsea,Coventry,2:01,1.4,4.5,7.6
12.04.2000,West Ham,Newcastle,2:01,2.25,3.1,3.5
10.04.2000,Middlesbrough,Manchester United,3:04,4.5,3.25,1.86
09.04.2000,Aston Villa,Leeds,1:00,2.5,2.9,2.95
09.04.2000,Liverpool,Tottenham,2:00,1.5,3.8,6.7
08.04.2000,Bradford,Southampton,1:02,2.5,2.9,2.95
08.04.2000,Leicester,Everton,1:01,2.2,3,3.5
08.04.2000,Sunderland,Wimbledon FC,2:01,1.75,3.4,5
08.04.2000,Watford,Derby,0:00,2.6,3,2.6
05.04.2000,Sheffield Wed,Aston Villa,0:01,3,3,2.4
03.04.2000,Tottenham,Middlesbrough,2:03,1.9,3.2,4.09
02.04.2000,Derby,Leicester,3:00,2.29,3,3.1
01.04.2000,Coventry,Liverpool,0:03,3.5,3,2.15
01.04.2000,Everton,Watford,4:02,1.42,4,7.5
01.04.2000,Leeds,Chelsea,0:01,2,3.1,3.8
01.04.2000,Manchester United,West Ham,7:01,1.32,4.59,8.5
01.04.2000,Newcastle,Bradford,2:00,1.42,4,7.5
01.04.2000,Southampton,Sunderland,1:02,2.45,2.95,3
01.04.2000,Wimbledon FC,Arsenal,1:03,4.4,3.25,1.85
26.03.2000,Arsenal,Coventry,3:00,1.35,4.3,8
26.03.2000,Leicester,Leeds,2:01,3.85,3.1,1.95
26.03.2000,West Ham,Wimbledon FC,2:01,1.8,3.2,4.3
25.03.2000,Aston Villa,Derby,2:00,1.6,3.4,5.6
25.03.2000,Bradford,Manchester United,0:04,6.7,3.8,1.47
25.03.2000,Chelsea,Southampton,1:01,1.38,4.2,8
25.03.2000,Liverpool,Newcastle,2:01,1.6,3.5,5.5
25.03.2000,Middlesbrough,Sheffield Wed,1:00,1.7,3.5,5
25.03.2000,Sunderland,Everton,2:01,2.1,3.1,3.5
25.03.2000,Watford,Tottenham,1:01,3.7,3.15,2
19.03.2000,Arsenal,Tottenham,2:01,1.75,3.3,4.65
19.03.2000,Everton,Newcastle,0:02,2.2,3.1,3.5
19.03.2000,Leeds,Wimbledon FC,4:01,1.4,4.09,7
18.03.2000,Coventry,Bradford,4:00,1.75,3.3,4.84
18.03.2000,Derby,Liverpool,0:02,3.5,3.15,2
18.03.2000,Leicester,Manchester United,0:02,4.25,3.3,1.85
18.03.2000,Southampton,Aston Villa,2:00,2.8,3,2.4
18.03.2000,Sunderland,Middlesbrough,1:01,2,3.15,3.6
18.03.2000,Watford,Sheffield Wed,1:00,2.65,3,2.5
18.03.2000,West Ham,Chelsea,0:00,2.85,2.95,2.4
15.03.2000,Coventry,Everton,1:00,2.4,3,2.8
15.03.2000,Liverpool,Aston Villa,0:00,1.66,3.5,5.5
12.03.2000,Bradford,Leeds,1:02,4.3,3.2,1.95
12.03.2000,Middlesbrough,Arsenal,2:01,3.35,3.1,2.25
11.03.2000,Aston Villa,Coventry,1:00,1.65,3.4,5.5
11.03.2000,Chelsea,Everton,1:01,1.6,3.4,6
11.03.2000,Liverpool,Sunderland,1:01,1.4,4,7
11.03.2000,Manchester United,Derby,3:01,1.25,5.5,9
11.03.2000,Newcastle,Watford,1:00,1.4,4,7
11.03.2000,Sheffield Wed,West Ham,3:01,2.7,3,2.5
11.03.2000,Tottenham,Southampton,7:02,1.7,3.3,4.59
11.03.2000,Wimbledon FC,Leicester,2:01,2.29,3,3.1
08.03.2000,West Ham,Southampton,2:00,1.75,3.3,5
05.03.2000,Aston Villa,Arsenal,1:01,2.7,2.85,2.7
05.03.2000,Leeds,Coventry,3:00,1.5,3.6,7
05.03.2000,Leicester,Sunderland,5:02,2.25,2.95,3.5
04.03.2000,Derby,Wimbledon FC,4:00,2.2,2.95,3.6
04.03.2000,Everton,Sheffield Wed,1:01,1.6,3.3,6
04.03.2000,Manchester United,Liverpool,1:01,1.85,3.3,4.5
04.03.2000,Newcastle,Chelsea,0:01,2.5,2.9,2.85
04.03.2000,Southampton,Middlesbrough,1:01,2.2,2.95,3.6
04.03.2000,Tottenham,Bradford,1:01,1.55,3.6,6.5
04.03.2000,Watford,West Ham,1:02,3.1,3,2.29
26.02.2000,Arsenal,Southampton,3:01,1.4,4.2,8
26.02.2000,Bradford,Aston Villa,1:01,3.15,3,2.35
26.02.2000,Chelsea,Watford,2:01,1.26,5,9.99
26.02.2000,Coventry,Tottenham,0:01,2.4,3,3.2
26.02.2000,Middlesbrough,Leeds,0:00,3.4,3,2.25
26.02.2000,Sheffield Wed,Newcastle,0:02,2.95,3,2.4
26.02.2000,Sunderland,Derby,1:01,1.7,3.3,5.7
26.02.2000,West Ham,Everton,0:04,2.1,3.1,3.6
26.02.2000,Wimbledon FC,Manchester United,2:02,5,3.3,1.75
20.02.2000,Leeds,Manchester United,0:01,2.85,2.85,2.85
19.02.2000,Middlesbrough,Coventry,2:00,2.4,3,3
14.02.2000,Middlesbrough,Aston Villa,0:04,2.6,2.9,2.9
13.02.2000,Arsenal,Liverpool,0:01,2,3,4
12.02.2000,Chelsea,Wimbledon FC,3:01,1.45,4,7
12.02.2000,Coventry,Sunderland,3:02,2.25,3,3.4
12.02.2000,Everton,Derby,2:01,1.75,3.2,4.8
12.02.2000,Leeds,Tottenham,1:00,1.7,3.3,5
12.02.2000,Newcastle,Manchester United,3:00,3.7,3.05,2.1
12.02.2000,Sheffield Wed,Southampton,0:01,2.1,3.05,3.7
12.02.2000,Watford,Leicester,1:01,3.1,3,2.29
12.02.2000,West Ham,Bradford,5:04,1.57,3.5,6
06.02.2000,Wimbledon FC,Everton,0:03,2.29,2.9,3.4
05.02.2000,Aston Villa,Watford,4:00,1.4,4,7.5
05.02.2000,Bradford,Arsenal,2:01,4.7,3.2,1.75
05.02.2000,Derby,Sheffield Wed,3:03,1.9,3.3,3.8
05.02.2000,Leicester,Middlesbrough,2:01,2.2,3.1,3.5
05.02.2000,Liverpool,Leeds,3:01,2.25,3,3.4
05.02.2000,Manchester United,Coventry,3:02,1.3,4.59,8.19
05.02.2000,Southampton,West Ham,2:01,2.4,2.9,3.2
05.02.2000,Sunderland,Newcastle,2:02,2.04,3.1,3.85
05.02.2000,Tottenham,Chelsea,0:01,2.75,2.7,2.9
02.02.2000,Sheffield Wed,Manchester United,0:01,5.2,3.5,1.65
29.01.2000,Manchester United,Middlesbrough,1:00,1.31,4.8,8.5
24.01.2000,Manchester United,Arsenal,1:01,1.7,3.2,4.84
23.01.2000,Sunderland,Leeds,1:02,2.65,2.9,2.85
22.01.2000,Aston Villa,Chelsea,0:00,2.8,2.95,2.75
22.01.2000,Bradford,Watford,3:02,1.95,3.15,4.5
22.01.2000,Derby,Coventry,0:00,2.25,3,3.4
22.01.2000,Leicester,West Ham,1:03,2.1,3.1,3.9
22.01.2000,Liverpool,Middlesbrough,0:00,1.47,3.8,7
22.01.2000,Southampton,Everton,2:00,2.6,2.95,2.95
22.01.2000,Tottenham,Sheffield Wed,0:01,1.5,3.7,6.65
22.01.2000,Wimbledon FC,Newcastle,2:00,2.6,2.95,2.85
16.01.2000,Newcastle,Southampton,5:00,1.7,3.4,5.5
15.01.2000,Arsenal,Sunderland,4:01,1.6,3.4,6
15.01.2000,Chelsea,Leicester,1:01,1.55,3.5,6
15.01.2000,Coventry,Wimbledon FC,2:00,2,3.1,4.2
15.01.2000,Everton,Tottenham,2:02,2.4,3,3.35
15.01.2000,Middlesbrough,Derby,1:04,1.8,3.2,5
15.01.2000,Sheffield Wed,Bradford,2:00,1.9,3.15,4.3
15.01.2000,Watford,Liverpool,2:03,4.75,3.2,1.8
15.01.2000,West Ham,Aston Villa,1:01,2.15,3,3.75
12.01.2000,Chelsea,Tottenham,1:00,1.85,3.2,4.65
08.01.2000,Bradford,Chelsea,1:01,4,3.15,1.9
04.01.2000,Coventry,Chelsea,2:02,3.1,3,2.4
03.01.2000,Derby,Watford,2:00,1.8,3.2,4.5
03.01.2000,Everton,Leicester,2:02,1.9,3.15,4.3
03.01.2000,Leeds,Aston Villa,1:02,1.6,3.5,6.5
03.01.2000,Newcastle,West Ham,2:02,1.95,3.15,4.2
03.01.2000,Sheffield Wed,Arsenal,1:01,5.09,3.3,1.75
03.01.2000,Southampton,Bradford,1:00,1.85,3.2,4.5
03.01.2000,Tottenham,Liverpool,1:00,2.75,2.95,2.75
03.01.2000,Wimbledon FC,Sunderland,1:00,2.8,2.95,2.75
29.12.1999,Aston Villa,Tottenham,1:01,2.35,3.1,3.25
29.12.1999,Chelsea,Sheffield Wed,3:00,1.35,4.59,8
28.12.1999,Arsenal,Leeds,2:00,2.04,3.1,4
28.12.1999,Bradford,Everton,0:00,2.85,2.95,2.6
28.12.1999,Leicester,Newcastle,1:02,2,3.1,4
28.12.1999,Liverpool,Wimbledon FC,3:01,1.5,3.5,7
28.12.1999,Sunderland,Manchester United,2:02,3.3,3,2.29
28.12.1999,Watford,Southampton,3:02,2.85,2.95,2.6
28.12.1999,West Ham,Derby,1:01,1.66,3.4,5.5
26.12.1999,Coventry,Arsenal,3:02,3.6,3,2.1
26.12.1999,Derby,Aston Villa,0:02,2.7,2.85,2.85
26.12.1999,Everton,Sunderland,5:00,2.65,2.9,2.8
26.12.1999,Leeds,Leicester,2:01,1.55,3.5,6.5
26.12.1999,Manchester United,Bradford,4:00,1.2,5.6,9.99
26.12.1999,Newcastle,Liverpool,2:02,2.75,2.85,2.75
26.12.1999,Sheffield Wed,Middlesbrough,1:00,2.85,3,2.4
26.12.1999,Southampton,Chelsea,1:02,3,3,2.35
26.12.1999,Tottenham,Watford,4:00,1.55,3.8,5.75
26.12.1999,Wimbledon FC,West Ham,2:02,2.65,2.9,2.8
19.12.1999,Chelsea,Leeds,0:02,2,3,4
18.12.1999,Arsenal,Wimbledon FC,1:01,1.4,4.2,7.8
18.12.1999,Aston Villa,Sheffield Wed,2:01,1.63,3.6,5.5
18.12.1999,Bradford,Newcastle,2:00,3,2.9,2.5
18.12.1999,Leicester,Derby,0:01,1.6,3.4,6
18.12.1999,Liverpool,Coventry,2:00,1.5,3.6,6
18.12.1999,Middlesbrough,Tottenham,2:01,2.5,2.9,3
18.12.1999,Sunderland,Southampton,2:00,1.55,3.5,6.4
18.12.1999,Watford,Everton,1:03,2.8,2.8,2.65
18.12.1999,West Ham,Manchester United,2:04,3.75,3,2.1
06.12.1999,Tottenham,West Ham,0:00,1.95,3.05,4.09
05.12.1999,Derby,Leeds,0:01,3.85,3.1,2.04
05.12.1999,Liverpool,Sheffield Wed,4:01,1.4,4.09,7.7
04.12.1999,Aston Villa,Newcastle,0:01,1.95,3,4.2
04.12.1999,Bradford,Middlesbrough,1:01,3,2.9,2.5
04.12.1999,Leicester,Arsenal,0:03,2.9,2.9,2.6
04.12.1999,Manchester United,Everton,5:01,1.42,4,7.5
04.12.1999,Southampton,Coventry,0:00,2.2,3,3.55
04.12.1999,Sunderland,Chelsea,4:01,2.75,2.85,2.85
04.12.1999,Wimbledon FC,Watford,5:00,1.75,3.3,4.5
28.11.1999,Arsenal,Derby,2:01,1.37,4.59,8
28.11.1999,Chelsea,Bradford,1:00,1.37,4.59,8
28.11.1999,Leeds,Southampton,1:00,1.5,3.8,7
28.11.1999,Newcastle,Tottenham,2:01,2.5,2.95,2.9
27.11.1999,Coventry,Leicester,0:01,2.4,2.95,2.95
27.11.1999,Everton,Aston Villa,0:00,2.15,3.05,3.5
27.11.1999,Middlesbrough,Wimbledon FC,0:00,1.8,3.2,4.4
27.11.1999,Watford,Sunderland,2:03,3.1,3,2.29
27.11.1999,West Ham,Liverpool,1:00,2.75,2.95,2.65
22.11.1999,Coventry,Aston Villa,2:01,2.4,3,2.95
21.11.1999,West Ham,Sheffield Wed,4:03,1.6,3.4,6.1
20.11.1999,Arsenal,Middlesbrough,5:01,1.55,3.6,6.6
20.11.1999,Derby,Manchester United,1:02,4.8,3.2,1.8
20.11.1999,Everton,Chelsea,1:01,2.95,2.95,2.65
20.11.1999,Leeds,Bradford,2:01,1.4,4.09,7.5
20.11.1999,Leicester,Wimbledon FC,2:01,1.75,3.3,5
20.11.1999,Southampton,Tottenham,0:01,2.75,2.95,2.65
20.11.1999,Sunderland,Liverpool,0:02,2.4,2.95,2.95
20.11.1999,Watford,Newcastle,1:01,2.85,2.95,2.45
07.11.1999,Chelsea,West Ham,0:00,1.5,3.5,6.9
07.11.1999,Newcastle,Everton,1:01,1.95,3.1,4.09
07.11.1999,Tottenham,Arsenal,2:01,3,2.95,2.54
07.11.1999,Wimbledon FC,Leeds,2:00,3.6,3,2.15
06.11.1999,Aston Villa,Southampton,0:01,1.7,3.3,5
06.11.1999,Bradford,Coventry,1:01,2.65,2.9,2.65
06.11.1999,Liverpool,Derby,2:00,1.5,3.5,6.6
06.11.1999,Manchester United,Leicester,2:00,1.42,3.9,7
06.11.1999,Middlesbrough,Sunderland,1:01,2.4,2.8,3.3
06.11.1999,Sheffield Wed,Watford,2:02,1.8,3.2,4.25
01.11.1999,Liverpool,Bradford,3:01,1.4,4,7.5
31.10.1999,Coventry,Watford,4:00,1.75,3.3,5
31.10.1999,Sunderland,Tottenham,2:01,2.15,3,3.65
30.10.1999,Arsenal,Newcastle,0:00,1.4,4,7.5
30.10.1999,Derby,Chelsea,3:01,4.09,3.1,1.9
30.10.1999,Leeds,West Ham,1:00,1.6,3.4,5.7
30.10.1999,Leicester,Sheffield Wed,3:00,1.6,3.4,5.7
30.10.1999,Manchester United,Aston Villa,3:00,1.5,3.6,7
30.10.1999,Middlesbrough,Everton,2:01,2.04,2.9,4
30.10.1999,Wimbledon FC,Southampton,1:01,2.1,3.1,3.8
27.10.1999,Liverpool,West Ham,1:00,1.75,3.3,3.6
25.10.1999,Newcastle,Derby,2:00,1.7,3.2,5
24.10.1999,Everton,Leeds,4:04,2.85,2.95,2.54
24.10.1999,Watford,Middlesbrough,1:03,2.85,2.85,2.6
24.10.1999,West Ham,Sunderland,1:01,2.04,3,3.75
23.10.1999,Aston Villa,Wimbledon FC,1:01,1.55,3.4,6
23.10.1999,Bradford,Leicester,3:01,3.5,3,2.1
23.10.1999,Chelsea,Arsenal,2:03,2.35,2.9,3.1
23.10.1999,Sheffield Wed,Coventry,0:00,2.29,3,3
23.10.1999,Southampton,Liverpool,1:01,3.1,3,2.35
23.10.1999,Tottenham,Manchester United,3:01,3,3,2.29
18.10.1999,Sunderland,Aston Villa,2:01,2.15,2.95,3.5
17.10.1999,Middlesbrough,West Ham,2:00,2.29,2.95,3.15
16.10.1999,Arsenal,Everton,4:01,1.46,3.6,7
16.10.1999,Coventry,Newcastle,4:01,2.4,2.95,2.95
16.10.1999,Derby,Tottenham,0:01,2.95,2.95,2.95
16.10.1999,Leeds,Sheffield Wed,2:00,1.4,3.85,7.5
16.10.1999,Leicester,Southampton,2:01,1.75,3.3,4.59
16.10.1999,Liverpool,Chelsea,1:00,2.5,2.9,2.75
16.10.1999,Manchester United,Watford,4:01,1.22,5.5,9.99
16.10.1999,Wimbledon FC,Bradford,3:02,1.9,3.1,3.9
04.10.1999,Southampton,Derby,3:03,2.1,3.05,3.5
03.10.1999,Chelsea,Manchester United,5:00,2.75,2.75,2.8
03.10.1999,Newcastle,Middlesbrough,2:01,2.2,3,3.4
03.10.1999,Tottenham,Leicester,2:03,1.85,3.1,4.3
03.10.1999,Watford,Leeds,1:02,3.5,3.1,2
03.10.1999,West Ham,Arsenal,2:01,3.5,3.1,2
02.10.1999,Aston Villa,Liverpool,0:00,2.29,2.95,3.3
02.10.1999,Bradford,Sunderland,0:04,3,3,2.4
02.10.1999,Everton,Coventry,1:01,1.7,3.25,5
02.10.1999,Sheffield Wed,Wimbledon FC,5:01,2.5,2.95,2.8
27.09.1999,Liverpool,Everton,0:01,1.7,3.3,5
26.09.1999,Wimbledon FC,Tottenham,1:01,3,3.05,2.4
25.09.1999,Arsenal,Watford,1:00,4.15,4.18,5
25.09.1999,Coventry,West Ham,1:00,2.9,2.9,2.6
25.09.1999,Derby,Bradford,0:01,1.7,3.2,5
25.09.1999,Leeds,Newcastle,3:02,1.6,3.7,5
25.09.1999,Leicester,Aston Villa,3:01,2.8,2.8,2.8
25.09.1999,Manchester United,Southampton,3:03,1.26,5,9.99
25.09.1999,Middlesbrough,Chelsea,0:01,3.35,2.8,2.45
25.09.1999,Sunderland,Sheffield Wed,1:00,1.45,4,7.2
19.09.1999,Everton,West Ham,1:00,2.4,2.85,3.05
19.09.1999,Leeds,Middlesbrough,2:00,1.7,3.2,5
19.09.1999,Newcastle,Sheffield Wed,8:00,1.7,3.3,4.8
19.09.1999,Tottenham,Coventry,3:02,1.7,3.3,4.8
18.09.1999,Aston Villa,Bradford,1:00,1.36,4.09,7.5
18.09.1999,Derby,Sunderland,0:05,2.1,3,3.9
18.09.1999,Leicester,Liverpool,2:02,3.1,2.9,2.4
18.09.1999,Manchester United,Wimbledon FC,1:01,1.25,5.5,9.99
18.09.1999,Southampton,Arsenal,0:01,4.4,3.2,1.8
18.09.1999,Watford,Chelsea,1:00,5.2,3.35,1.6
12.09.1999,Bradford,Tottenham,1:01,3.6,3,2.1
11.09.1999,Arsenal,Aston Villa,3:01,1.63,3.4,5.5
11.09.1999,Chelsea,Newcastle,1:00,1.4,4.09,7.7
11.09.1999,Coventry,Leeds,3:04,3,2.9,2.45
11.09.1999,Liverpool,Manchester United,2:03,3,2.8,2.5
11.09.1999,Middlesbrough,Southampton,3:02,1.75,3.2,5.2
11.09.1999,Sheffield Wed,Everton,0:02,2.4,2.95,3.1
11.09.1999,Sunderland,Leicester,2:00,2.15,2.95,3.6
11.09.1999,West Ham,Watford,1:00,1.55,3.5,6
11.09.1999,Wimbledon FC,Derby,2:02,2.29,2.9,3.2
30.08.1999,Leicester,Watford,1:00,1.7,3.3,5
30.08.1999,Manchester United,Newcastle,5:01,1.28,5,9
29.08.1999,Sunderland,Coventry,1:01,1.95,3.15,4
28.08.1999,Aston Villa,Middlesbrough,1:00,1.8,3.2,4.2
28.08.1999,Bradford,West Ham,0:03,3.15,3,2.75
28.08.1999,Derby,Everton,1:00,2.1,3,3.85
28.08.1999,Liverpool,Arsenal,2:00,2.6,2.85,2.85
28.08.1999,Southampton,Sheffield Wed,2:00,2,3.1,3.75
28.08.1999,Tottenham,Leeds,1:02,2.4,2.95,2.95
28.08.1999,Wimbledon FC,Chelsea,0:01,4,3.1,1.85
25.08.1999,Arsenal,Bradford,2:00,1.25,5,9
25.08.1999,Coventry,Manchester United,1:02,5,3.3,1.65
25.08.1999,Everton,Wimbledon FC,4:00,2,3.1,3.75
25.08.1999,Newcastle,Sunderland,1:02,2,3.1,3.75
25.08.1999,Sheffield Wed,Derby,0:02,2.29,3,3.3
24.08.1999,Middlesbrough,Leicester,0:03,1.7,3.3,4.8
24.08.1999,Watford,Aston Villa,0:01,2.9,2.9,2.45
23.08.1999,Leeds,Liverpool,1:02,2,3,3.5
22.08.1999,Arsenal,Manchester United,1:02,2.75,2.8,2.95
21.08.1999,Chelsea,Aston Villa,1:00,1.7,3.25,5
21.08.1999,Coventry,Derby,2:00,2.35,3,3.15
21.08.1999,Everton,Southampton,4:01,1.9,3.15,4.09
21.08.1999,Leeds,Sunderland,2:01,1.55,3.5,7
21.08.1999,Middlesbrough,Liverpool,1:00,2.85,2.85,2.6
21.08.1999,Newcastle,Wimbledon FC,3:03,1.9,3.1,4.25
21.08.1999,Sheffield Wed,Tottenham,1:02,2.6,2.9,2.9
21.08.1999,Watford,Bradford,1:00,2.2,3,3.6
21.08.1999,West Ham,Leicester,2:01,1.8,3.2,4.5
16.08.1999,Aston Villa,West Ham,2:02,1.77,3.3,4.8
15.08.1999,Southampton,Newcastle,4:02,2.7,3,3
14.08.1999,Bradford,Sheffield Wed,1:01,2.4,3,3.1
14.08.1999,Derby,Middlesbrough,1:03,2.2,3,3.5
14.08.1999,Leicester,Chelsea,2:02,4,3.1,1.95
14.08.1999,Liverpool,Watford,0:01,1.25,5.5,9.99
14.08.1999,Manchester United,Leeds,2:00,1.5,3.6,7.1
14.08.1999,Sunderland,Arsenal,0:00,4,3.1,1.9
14.08.1999,Tottenham,Everton,3:02,1.67,3.4,5.25
14.08.1999,Wimbledon FC,Coventry,1:01,2.04,3.1,3.6
11.08.1999,Aston Villa,Everton,3:00,1.65,3.4,5.5
11.08.1999,Leicester,Coventry,1:00,1.85,3.15,4.25
11.08.1999,Manchester United,Sheffield Wed,4:00,1.25,5,9.99
11.08.1999,Southampton,Leeds,0:03,3.1,3,2.4
10.08.1999,Derby,Arsenal,1:02,3.5,3,2
10.08.1999,Sunderland,Watford,2:00,1.67,3.3,5.25
10.08.1999,Wimbledon FC,Middlesbrough,2:03,2.29,3,3.1
09.08.1999,Tottenham,Newcastle,3:01,1.85,3.15,4.09
08.08.1999,Everton,Manchester United,1:01,4.65,3.3,1.7
07.08.1999,Arsenal,Leicester,2:01,1.4,4.2,7.6
07.08.1999,Chelsea,Sunderland,4:00,1.5,3.8,7
07.08.1999,Coventry,Southampton,0:01,2,3,4.09
07.08.1999,Leeds,Derby,0:00,1.65,3.3,5.5
07.08.1999,Middlesbrough,Bradford,0:01,1.6,3.4,5.6
07.08.1999,Newcastle,Aston Villa,0:01,2.2,2.95,3.6
07.08.1999,Sheffield Wed,Liverpool,1:02,3.3,2.95,2.29
07.08.1999,Watford,Wimbledon FC,2:03,2.65,2.9,2.8
07.08.1999,West Ham,Tottenham,1:00,2.4,2.9,3
