Exact_Date,HomeTeam,AwayTeam,Score,Full time result,Home odds,Draw odds,Away odds
13.09.2014,Crystal Palace,Burnley,0:00,D,2.2,3.23,3.5
13.09.2014,Liverpool,Aston Villa,0:01,A,1.3,5.49,10.09
13.09.2014,Southampton,Newcastle,4:00,H,1.76,3.63,4.91
13.09.2014,Stoke,Leicester,0:01,A,2.15,3.33,3.51
13.09.2014,Sunderland,Tottenham,2:02,D,3.63,3.4,2.08
13.09.2014,West Brom,Everton,0:02,A,3.43,3.32,2.19
31.08.2014,Aston Villa,Hull City,2:01,H,2.44,3.06,3.15
31.08.2014,Leicester,Arsenal,1:01,D,4.19,3.55,1.88
31.08.2014,Tottenham,Liverpool,0:03,A,2.7,3.4,2.59
30.08.2014,Burnley,Manchester United,0:00,D,6.25,4.07,1.55
30.08.2014,Everton,Chelsea,3:06,A,4.02,3.42,1.96
30.08.2014,Manchester City,Stoke,0:01,A,1.21,6.67,13.2
30.08.2014,Newcastle,Crystal Palace,3:03,D,1.69,3.62,5.47
30.08.2014,QPR,Sunderland,1:00,H,2.48,3.18,2.99
30.08.2014,Swansea,West Brom,3:00,H,1.94,3.41,4.13
30.08.2014,West Ham,Southampton,1:03,A,3.1,3.27,2.36
25.08.2014,Manchester City,Liverpool,3:01,H,1.84,3.8,4.14
24.08.2014,Hull City,Stoke,1:01,D,2.44,3.13,3.09
24.08.2014,Sunderland,Manchester United,1:01,D,5.28,3.99,1.64
24.08.2014,Tottenham,QPR,4:00,H,1.55,4.1,6.16
23.08.2014,Aston Villa,Newcastle,0:00,D,2.56,3.24,2.86
23.08.2014,Chelsea,Leicester,2:00,H,1.19,6.79,15.71
23.08.2014,Crystal Palace,West Ham,1:03,A,2.49,3.24,2.92
23.08.2014,Everton,Arsenal,2:02,D,2.64,3.31,2.72
23.08.2014,Southampton,West Brom,0:00,D,1.7,3.8,5.05
23.08.2014,Swansea,Burnley,1:00,H,1.67,3.75,5.38
18.08.2014,Burnley,Chelsea,1:03,A,8.57,4.72,1.38
17.08.2014,Liverpool,Southampton,2:01,H,1.39,4.7,8.22
17.08.2014,Newcastle,Manchester City,0:02,A,5.29,4.04,1.62
16.08.2014,Arsenal,Crystal Palace,2:01,H,1.28,5.56,10.81
16.08.2014,Leicester,Everton,2:02,D,2.98,3.33,2.39
16.08.2014,Manchester United,Swansea,1:02,A,1.42,4.65,7.55
16.08.2014,QPR,Hull City,0:01,A,2.33,3.17,3.26
16.08.2014,Stoke,Aston Villa,0:01,A,1.93,3.32,4.31
16.08.2014,West Brom,Sunderland,2:02,D,2.08,3.32,3.69
16.08.2014,West Ham,Tottenham,0:01,A,3.65,3.48,2.04
